CP,Localidad,Provincia,,,,
3197,El Porvenir,Corrientes,,,,
3197,El Yapu,Corrientes,,,,
3197,Estero Grande,Corrientes,,,,
3197,Estero Sauce,Corrientes,,,,
3197,Estero Yatay,Corrientes,,,,
3197,La Florencia,Corrientes,,,,
3197,La Nena,Corrientes,,,,
3197,La Palmera,Corrientes,,,,
3197,Libertador,Corrientes,,,,
3197,Los Algarrobos,Corrientes,,,,
3197,Los Eucaliptos,Corrientes,,,,
3197,Los Medios,Corrientes,,,,
3197,Los Paraisos,Corrientes,,,,
3197,Paraje Poton,Corrientes,,,,
3197,Paso Algarrobo,Corrientes,,,,
3197,Paso Cejas,Corrientes,,,,
3197,Rincon De Sarandy,Corrientes,,,,
3197,San Lorenzo,Corrientes,,,,
3197,San Luis,Corrientes,,,,
3197,San Martin,Corrientes,,,,
3197,Santa Ana,Corrientes,,,,
3197,Santa Isabel,Corrientes,,,,
3197,Toro Chipay,Corrientes,,,,
3199,Los Laureles,Corrientes,,,,
3199,Malvinas,Corrientes,,,,
3199,Malvinas Centro,Corrientes,,,,
3199,Paraje El Carmen,Corrientes,,,,
3200,Colonia Los Sauces,Entre Rios,,,,
3200,Concordia,Entre Rios,,,,
3200,Lesca,Corrientes,,,,
3200,Los Sauer,Entre Rios,,,,
3200,Saladero Concordia,Entre Rios,,,,
3200,T Norte Concordia,Entre Rios,,,,
3200,T Oeste Concordia,Corrientes,,,,
3201,C Ayui Grande,Entre Rios,,,,
3201,C General Roca,Entre Rios,,,,
3201,Camba Paso,Entre Rios,,,,
3201,Colonia Navarro,Entre Rios,,,,
3201,Colonia Yerua,Entre Rios,,,,
3201,Cueva Del Tigre,Entre Rios,,,,
3201,Embarc Ferrari,Entre Rios,,,,
3201,Hervidero,Entre Rios,,,,
3201,Juan B Monti,Entre Rios,,,,
3201,Kilometro 6,Entre Rios,,,,
3201,La Rosada,Entre Rios,,,,
3201,Nueva Escocia,Entre Rios,,,,
3201,Puerto Yerua,Entre Rios,,,,
3201,Ruta 14 Km 443,Entre Rios,,,,
3201,Villa Zorraquin,Entre Rios,,,,
3202,Concordia,Entre Rios,,,,
3203,Arroyo Grande,Entre Rios,,,,
3203,Benito Legeren,Entre Rios,,,,
3203,Calabacillas,Entre Rios,,,,
3203,Clodomiro Ledesma,Entre Rios,,,,
3203,Frig. Yuqueri,Entre Rios,,,,
3203,Kilometro 11,Entre Rios,,,,
3203,Kilometro 33,Entre Rios,,,,
3203,Pedermar,Entre Rios,,,,
3203,Pedernal,Entre Rios,,,,
3203,San Gregorio,Entre Rios,,,,
3203,Santa Isabel,Entre Rios,,,,
3204,Ayui Parada,Entre Rios,,,,
3204,Chaviyu C Flores,Entre Rios,,,,
3204,Colonia Don Bosco,Entre Rios,,,,
3204,Colonia La Gloria,Entre Rios,,,,
3204,Gualeguaycito,Entre Rios,,,,
3204,Isthilart,Entre Rios,,,,
3204,Kilometro 37,Entre Rios,,,,
3204,Kilometro 44,Entre Rios,,,,
3205,Concordia,Entre Rios,,,,
3206,Bella Union Paraje,Entre Rios,,,,
3206,Bizcocho,Entre Rios,,,,
3206,C Gualeguaycito,Entre Rios,,,,
3206,C Santa Eloisa,Entre Rios,,,,
3206,C Santa Juana,Entre Rios,,,,
3206,Chaviyu Pda Fcgu,Entre Rios,,,,
3206,Colonia Bizcocho,Entre Rios,,,,
3206,Colonia Flores,Entre Rios,,,,
3206,Colonia La Argentina,Entre Rios,,,,
3206,Colonia La Paz,Entre Rios,,,,
3206,Colonia Lamarca,Entre Rios,,,,
3206,Colonia Santa Juana,Entre Rios,,,,
3206,E La Floresta,Entre Rios,,,,
3206,Estacion Santa Ana,Entre Rios,,,,
3206,Estancia San Jose,Entre Rios,,,,
3206,Federacion,Entre Rios,,,,
3206,Guayaquil,Entre Rios,,,,
3206,Lamarca,Entre Rios,,,,
3206,Monte Chico,Entre Rios,,,,
3206,Puerto Algarrobo,Entre Rios,,,,
3207,Colonia Adela,Entre Rios,,,,
3207,Concordia,Entre Rios,,,,
3208,C La Matilde S Ana,Entre Rios,,,,
3208,Santa Ana,Entre Rios,,,,
3212,Arroyo El Mocho,Entre Rios,,,,
3212,Arroyo La Virgen,Entre Rios,,,,
3212,C San Antonio,Entre Rios,,,,
3212,C San Bonifacio,Entre Rios,,,,
3212,Campo Dominguez,Entre Rios,,,,
3212,Cnia J J Urquiza,Entre Rios,,,,
3212,Colonia Loma Negra,Entre Rios,,,,
3212,Don Roberto,Entre Rios,,,,
3212,El Duraznal,Entre Rios,,,,
3212,El Gualeguay,Entre Rios,,,,
3212,El Pago Apead Fcgu,Entre Rios,,,,
3212,El Redomon,Entre Rios,,,,
3212,El Refugio,Entre Rios,,,,
3212,Kilometro 329,Entre Rios,,,,
3212,Kilometro 333,Entre Rios,,,,
3212,Kilometro 344,Entre Rios,,,,
3212,La Alicia,Entre Rios,,,,
3212,La Colorada,Entre Rios,,,,
3212,La Emilia,Entre Rios,,,,
3212,La Granja,Entre Rios,,,,
3212,La Invernada,Entre Rios,,,,
3212,La Nobleza,Entre Rios,,,,
3212,La Odilia,Entre Rios,,,,
3212,La Querencia,Entre Rios,,,,
3212,Loma Negra,Entre Rios,,,,
3212,Los Brillantes,Entre Rios,,,,
3212,Los Charruas,Entre Rios,,,,
3212,Nueva Vizcaya,Entre Rios,,,,
3212,Osvaldo Mag¤asco,Entre Rios,,,,
3212,Paso Del Gallo,Entre Rios,,,,
3212,Quebracho,Entre Rios,,,,
3212,S J La Querencia,Entre Rios,,,,
3212,San Buenaventura,Entre Rios,,,,
3212,San Jorge,Entre Rios,,,,
3212,San Pedro,Entre Rios,,,,
3212,Tte P Brig Cainzo,Entre Rios,,,,
3212,Yaros,Entre Rios,,,,
3213,Osvaldo Magnasco,Entre Rios,,,,
3214,Estacion Yerua,Entre Rios,,,,
3214,Kilometro 373,Entre Rios,,,,
3214,Kilometro 376,Entre Rios,,,,
3214,Parada Yuqueri,Entre Rios,,,,
3214,Yerua,Entre Rios,,,,
3214,Yuqueri,Entre Rios,,,,
3215,Los Charruas,Entre Rios,,,,
3216,Arroyo Hondo,Entre Rios,,,,
3216,Benitez,Entre Rios,,,,
3216,C La Esperanza,Entre Rios,,,,
3216,C Oficial Nro 5,Entre Rios,,,,
3216,Colonia Campos,Entre Rios,,,,
3216,Colonia Curbelo,Entre Rios,,,,
3216,Colonia Hebrea,Entre Rios,,,,
3216,Colonia La Armonia,Entre Rios,,,,
3216,Colonia La Mora,Entre Rios,,,,
3216,Colonia La Quinta,Entre Rios,,,,
3216,El Avestruz,Entre Rios,,,,
3216,General Campos,Entre Rios,,,,
3216,Kilometro 343,Entre Rios,,,,
3216,Kilometro 355,Entre Rios,,,,
3216,La Perla,Entre Rios,,,,
3216,La Quinta,Entre Rios,,,,
3216,Las Mochas,Entre Rios,,,,
3216,Lucas Norte,Entre Rios,,,,
3216,Mauricio Ribole,Entre Rios,,,,
3216,Pueblo Ferre,Entre Rios,,,,
3216,Puente De Lucas,Entre Rios,,,,
3216,Walter Moss,Entre Rios,,,,
3217,La Criolla,Entre Rios,,,,
3218,Arroyo Palmar,Entre Rios,,,,
3218,C Nueva Alemania,Entre Rios,,,,
3218,Colonia Lopez,Entre Rios,,,,
3218,Colonia San Jose,Entre Rios,,,,
3218,Kilometro 353,Entre Rios,,,,
3218,La Carlota,Entre Rios,,,,
3218,San Salvador,Entre Rios,,,,
3218,Villaguaycito,Entre Rios,,,,
3220,Arroyo Timboy,Corrientes,,,,
3220,Arroyo Totoras,Corrientes,,,,
3220,Chacras 1A Seccion,Entre Rios,,,,
3220,Chacras 2A Seccion,Entre Rios,,,,
3220,Chacras 3A Seccion,Corrientes,,,,
3220,Chacras 4A Seccion,Corrientes,,,,
3220,Chircal,Corrientes,,,,
3220,Colonia Barrientes,Corrientes,,,,
3220,Cuatro Bocas,Corrientes,,,,
3220,El Ceibo,Corrientes,,,,
3220,El Chircal,Corrientes,,,,
3220,Kilometro 161,Entre Rios,,,,
3220,Kilometro 167,Entre Rios,,,,
3220,Kilometro 173,Entre Rios,,,,
3220,La Florida,Corrientes,,,,
3220,Monte Caseros,Corrientes,,,,
3220,Mota Piedritas,Corrientes,,,,
3220,Paso Esterito,Corrientes,,,,
3220,Paso Vallejos,Corrientes,,,,
3220,Saenz Valiente,Corrientes,,,,
3220,San Francisco,Corrientes,,,,
3220,Talleres,Corrientes,,,,
3220,Tres Bocas,Corrientes,,,,
3220,Villa La Florida,Corrientes,,,,
3222,Buen Retiro,Corrientes,,,,
3222,Camba Cua,Corrientes,,,,
3222,Casuarina,Corrientes,,,,
3222,Este Argentino,Corrientes,,,,
3222,Independencia,Corrientes,,,,
3222,Juan Pujol,Corrientes,,,,
3222,Kilometro 120,Corrientes,,,,
3222,Kilometro 134,Corrientes,,,,
3222,La Flor,Corrientes,,,,
3222,Mira Flores,Corrientes,,,,
3222,Mota,Corrientes,,,,
3222,Naranjito,Corrientes,,,,
3222,Parada Labougle,Corrientes,,,,
3222,Piedrita,Corrientes,,,,
3222,Pilincho,Corrientes,,,,
3222,San Antonio,Corrientes,,,,
3222,San Fermin,Corrientes,,,,
3222,San Fernando,Corrientes,,,,
3222,San Salvador,Corrientes,,,,
3222,Santa Magdalena,Corrientes,,,,
3222,Santa Rita,Corrientes,,,,
3222,Santo Domingo,Corrientes,,,,
3222,Tacuabe,Corrientes,,,,
3222,Timboy,Corrientes,,,,
3224,Colonia Libertad,Corrientes,,,,
3224,El P C Libertad,Corrientes,,,,
3224,Estacion Libertad,Corrientes,,,,
3224,Kilometro 182,Corrientes,,,,
3224,La Palma,Corrientes,,,,
3224,S J E Libertad Dp,Corrientes,,,,
3224,S L E Libertad Dp,Corrientes,,,,
3224,S M E Libertad,Corrientes,,,,
3224,San Isidro,Corrientes,,,,
3224,Santa Lea,Corrientes,,,,
3224,Santa Marta,Corrientes,,,,
3226,Kilometro 104,Corrientes,,,,
3226,Mocoreta,Corrientes,,,,
3226,P J De Dios,Corrientes,,,,
3226,San Andres,Corrientes,,,,
3226,San Gregorio,Corrientes,,,,
3228,C Ensanche Sauce,Corrientes,,,,
3228,C Ofic N 1 L Flori,Corrientes,,,,
3228,Cabi Monda,Entre Rios,,,,
3228,Chajari,Entre Rios,,,,
3228,Colonia Alemana,Entre Rios,,,,
3228,Colonia Belgrano,Entre Rios,,,,
3228,Colonia Frazer,Entre Rios,,,,
3228,Colonia V Libertad,Entre Rios,,,,
3228,Ctiva G San Martin,Corrientes,,,,
3228,Kilometro 84,Entre Rios,,,,
3228,Las Catorce,Corrientes,,,,
3228,Los Paraisos,Entre Rios,,,,
3228,Mandisovi,Entre Rios,,,,
3228,Monte Verde,Entre Rios,,,,
3228,Santa Juana,Corrientes,,,,
3228,Sarandi,Entre Rios,,,,
3228,Surst,Entre Rios,,,,
3229,C Santa Elvira,Entre Rios,,,,
3229,Colonia Freitas,Entre Rios,,,,
3229,Colonia San Ramon,Entre Rios,,,,
3229,Estancia Salinas,Entre Rios,,,,
3229,Florida,Entre Rios,,,,
3229,La Soledad,Entre Rios,,,,
3229,Villa Del Rosario,Entre Rios,,,,
3230,5Ta Sec. Ombucito,Corrientes,,,,
3230,Arbol Solo,Corrientes,,,,
3230,Baygorria,Entre Rios,,,,
3230,E La Carolina,Corrientes,,,,
3230,El Progreso,Corrientes,,,,
3230,Estancia Lomatora,Entre Rios,,,,
3230,Kilometro 268,Corrientes,,,,
3230,La Amelia,Entre Rios,,,,
3230,La Colorada,Corrientes,,,,
3230,La Constancia,Corrientes,,,,
3230,La Elena,Entre Rios,,,,
3230,La Haydee,Corrientes,,,,
3230,La Verde,Corrientes,,,,
3230,Los Manantiales,Corrientes,,,,
3230,Los Pinos,Corrientes,,,,
3230,Madariaga,Corrientes,,,,
3230,Mirador,Corrientes,,,,
3230,Nueva Esperanza,Corrientes,,,,
3230,Nueva Palmira,Corrientes,,,,
3230,Ombucito,Corrientes,,,,
3230,Palmar,Corrientes,,,,
3230,Palmita,Corrientes,,,,
3230,Paso De Los Libres,Corrientes,,,,
3230,Paso Rosario,Corrientes,,,,
3230,Quiyati,Corrientes,,,,
3230,Recreo,Corrientes,,,,
3230,Reduccion,Corrientes,,,,
3230,San Carlos,Corrientes,,,,
3230,San Felipe,Corrientes,,,,
3230,San Joaquin,Corrientes,,,,
3230,San Juan,Corrientes,,,,
3230,San Paladio,Corrientes,,,,
3230,San Pedro,Corrientes,,,,
3230,Santa Elisa,Corrientes,,,,
3230,Santa Isabel,Corrientes,,,,
3230,Tres Hojas,Corrientes,,,,
3230,Tristan Chico,Corrientes,,,,
3230,¥atiu,Corrientes,,,,
3231,C Arocena Ina,Corrientes,,,,
3231,E El Porvenir,Corrientes,,,,
3231,E La Arboleda,Corrientes,,,,
3231,E La Loma Alta,Corrientes,,,,
3231,E Los Milagros,Corrientes,,,,
3231,E Pozo Cuadrado,Corrientes,,,,
3231,E San Solano,Corrientes,,,,
3231,Estancia San Juan,Corrientes,,,,
3231,Estancia Soledad,Corrientes,,,,
3231,Mirunga,Corrientes,,,,
3231,San Miguel,Corrientes,,,,
3231,Yapeyu,Corrientes,,,,
3232,Cabred,Corrientes,,,,
3232,Guaviravi,Corrientes,,,,
3232,Kilometro 204,Corrientes,,,,
3232,S Fguavirari,Corrientes,,,,
3232,S R Parada Pucheta,Corrientes,,,,
3232,San Ignacio,Corrientes,,,,
3232,Santa Emilia,Corrientes,,,,
3232,Yapeyu,Corrientes,,,,
3233,Villa Del Rosario,Entre Rios,,,,
3234,Bompland,Corrientes,,,,
3234,Bonpland,Corrientes,,,,
3234,Kilometro 235,Corrientes,,,,
3234,Paso Ledesma,Corrientes,,,,
3234,Rincon De Yaguary,Corrientes,,,,
3234,San Antonio,Corrientes,,,,
3235,Parada Pucheta,Entre Rios,,,,
3236,Tapebicua,Entre Rios,,,,
3240,Colonia Egido,Corrientes,,,,
3240,Curupi,Entre Rios,,,,
3240,Empalme Neild,Entre Rios,,,,
3240,Kilometro 279,Corrientes,,,,
3240,Kilometro 284,Entre Rios,,,,
3240,Kilometro 285,Entre Rios,,,,
3240,Kilometro 288,Entre Rios,,,,
3240,Las Pajitas,Entre Rios,,,,
3240,Mojones Sur 2Do,Entre Rios,,,,
3240,Paraje Guayabo,Corrientes,,,,
3240,Paso De La Legua,Corrientes,,,,
3240,S Sec Lucas Al Sud,Entre Rios,,,,
3240,Villaguay,Entre Rios,,,,
3240,Zenon Roca,Corrientes,,,,
3241,Campo De Villamil,Entre Rios,,,,
3241,Colonia Vguaycito,Entre Rios,,,,
3241,Laguna Larga,Entre Rios,,,,
3241,Los Ombues,Entre Rios,,,,
3241,Lucas Norte,Entre Rios,,,,
3241,Lucas Sud,Entre Rios,,,,
3241,Mojones Norte,Entre Rios,,,,
3241,Mojones Sud 1Ro,Entre Rios,,,,
3241,Mojones Sud Primero,Entre Rios,,,,
3241,Paso De La Laguna,Entre Rios,,,,
3241,Raices Oeste,Entre Rios,,,,
3241,Rincon De Mojones,Entre Rios,,,,
3241,Rincon Lucas Norte,Entre Rios,,,,
3241,Rincon Lucas Sud,Entre Rios,,,,
3244,Las Moscas,Entre Rios,,,,
3244,Villaguay Este,Entre Rios,,,,
3244,C Belga Americana,Entre Rios,,,,
3244,Colonia Leven,Entre Rios,,,,
3244,Grupo Parrero,Entre Rios,,,,
3244,La Amiguita,Entre Rios,,,,
3244,La Joya,Entre Rios,,,,
3244,Libaros,Entre Rios,,,,
3244,Linea 19,Entre Rios,,,,
3244,Linea 20,Entre Rios,,,,
3244,Lionel,Entre Rios,,,,
3244,Mac Dougall,Entre Rios,,,,
3246,Achiras,Entre Rios,,,,
3246,Baron Hirsch,Entre Rios,,,,
3246,C Baron Hirsch,Entre Rios,,,,
3246,Colonia Achiras,Entre Rios,,,,
3246,Colonia Carmel,Entre Rios,,,,
3246,Colonia Ida,Entre Rios,,,,
3246,Colonia Miguel,Entre Rios,,,,
3246,Colonia Perliza,Entre Rios,,,,
3246,Colonia San Manuel,Entre Rios,,,,
3246,Colonia Sonenfeld,Entre Rios,,,,
3246,Desparramados,Entre Rios,,,,
3246,Eben Horoscha,Entre Rios,,,,
3246,Grupo Achiras,Entre Rios,,,,
3246,Ing Mig Sajaroff,Entre Rios,,,,
3246,Ing Miguel Sajaroff,Entre Rios,,,,
3246,La Capilla,Entre Rios,,,,
3246,Miguel J Perliza,Entre Rios,,,,
3246,Pueblo Dominguez,Entre Rios,,,,
3246,Rachel,Entre Rios,,,,
3246,Rospina,Entre Rios,,,,
3246,Villa Dominguez,Entre Rios,,,,
3246,Colonia Sagastume,Entre Rios,,,,
3246,Sagastume,Entre Rios,,,,
3248,Caraguata,Entre Rios,,,,
3248,Colonia Lucrecia,Entre Rios,,,,
3248,Estacion Urquiza,Entre Rios,,,,
3248,Geribebuy,Entre Rios,,,,
3248,Gobernador Urquiza,Entre Rios,,,,
3248,Mangrullo,Entre Rios,,,,
3248,Santa Rosa,Entre Rios,,,,
3248,Villa San Marcial,Entre Rios,,,,
3249,Santa Anita,Entre Rios,,,,
3250,V Ortiz Pereira,Entre Rios,,,,
3250,Villa Errecaborde,Entre Rios,,,,
3252,Aldea San Jorge,Entre Rios,,,,
3252,Belez,Entre Rios,,,,
3252,C Carlos Calvo,Entre Rios,,,,
3252,Campo Moreno,Entre Rios,,,,
3252,Clara,Entre Rios,,,,
3252,Colonia Belez,Entre Rios,,,,
3252,Colonia Espindola,Entre Rios,,,,
3252,Colonia Feimberg,Entre Rios,,,,
3252,Colonia Guiburg,Entre Rios,,,,
3252,Colonia La Rosada,Entre Rios,,,,
3252,Colonia San Jorge,Entre Rios,,,,
3252,Colonia Sandoval,Entre Rios,,,,
3252,Colonia Velez,Entre Rios,,,,
3252,Kilometro 306,Entre Rios,,,,
3252,San Vicente,Entre Rios,,,,
3252,Santa Rosa,Entre Rios,,,,
3252,Spindola,Entre Rios,,,,
3252,Vergara,Entre Rios,,,,
3252,Villa Clara,Entre Rios,,,,
3254,C La Blanquita,Entre Rios,,,,
3254,C La Morenita,Entre Rios,,,,
3254,C San Ernesto,Entre Rios,,,,
3254,Colonia La Pampa,Entre Rios,,,,
3254,Jubileo,Entre Rios,,,,
3254,Kilometro 325,Entre Rios,,,,
3254,La Estrella,Entre Rios,,,,
3254,La Pampa,Entre Rios,,,,
3260,Arroyo Molino,Entre Rios,,,,
3260,Balneario Pelay,Entre Rios,,,,
3260,Colonia Elisa,Entre Rios,,,,
3260,Colonia Perfeccion,Entre Rios,,,,
3260,Colonia Ubajay,Entre Rios,,,,
3260,Concep Del Uruguay,Entre Rios,,,,
3260,Concepcion Del Uruguay,Entre Rios,,,,
3260,Estacion Uruguay,Entre Rios,,,,
3260,Kilometro 108,Entre Rios,,,,
3260,Kilometro 112,Entre Rios,,,,
3260,Kilometro 115,Entre Rios,,,,
3260,La Barraca,Entre Rios,,,,
3260,La Goya,Entre Rios,,,,
3260,La Sesteada,Entre Rios,,,,
3260,La Tigresa,Entre Rios,,,,
3260,Paso Del Molino,Entre Rios,,,,
3260,Puerto Viejo,Entre Rios,,,,
3260,San Justo,Entre Rios,,,,
3261,C Oficial N 6,Entre Rios,,,,
3261,Centella,Entre Rios,,,,
3261,Colonia Cupalen,Entre Rios,,,,
3261,Colonia Elia,Entre Rios,,,,
3261,Colonia Luca,Entre Rios,,,,
3261,Colonia Santa Ana,Entre Rios,,,,
3261,Colonia Sauce,Entre Rios,,,,
3261,Cupalen,Entre Rios,,,,
3261,Kilometro 270,Entre Rios,,,,
3261,La Maria Luisa,Entre Rios,,,,
3261,Palacio San Jose,Entre Rios,,,,
3261,Pto Campinchuelo,Entre Rios,,,,
3261,Talita,Entre Rios,,,,
3261,Tomas Rocamora,Entre Rios,,,,
3261,Villa San Justo,Entre Rios,,,,
3261,Villa Udine,Entre Rios,,,,
3262,Caseros,Entre Rios,,,,
3263,1 De Mayo,Entre Rios,,,,
3263,C Ensanche Mayo,Entre Rios,,,,
3263,C Gral Urquiza,Entre Rios,,,,
3263,C San Cipriano,Entre Rios,,,,
3263,C Santa Teresita,Entre Rios,,,,
3263,Centenario La Paz,Entre Rios,,,,
3263,Colonia Carmelo,Entre Rios,,,,
3263,Colonia Crucesitas,Entre Rios,,,,
3263,Colonia San Jorge,Entre Rios,,,,
3263,Kilometro 268,Entre Rios,,,,
3263,Kilometro 283,Entre Rios,,,,
3263,Kilometro 293,Entre Rios,,,,
3263,Pronunciamiento,Entre Rios,,,,
3263,San Cipriano,Entre Rios,,,,
3264,Concepcion Del Uruguay,Entre Rios,,,,
3265,Arroyo Caraballo,Entre Rios,,,,
3265,C Tres De Febrero,Entre Rios,,,,
3265,Colonia Caraballo,Entre Rios,,,,
3265,Colonia Elisa,Entre Rios,,,,
3265,Colonia San Miguel,Entre Rios,,,,
3265,Kilometro 305,Entre Rios,,,,
3265,P De Gualeguaychu,Entre Rios,,,,
3265,San Francisco,Entre Rios,,,,
3265,Villa Elisa,Entre Rios,,,,
3267,C De Las Ovejas,Entre Rios,,,,
3267,C Nueva San Miguel,Entre Rios,,,,
3267,C San Ignacio,Entre Rios,,,,
3267,Colonia El Carmen,Entre Rios,,,,
3267,Colonia Las Pepas,Entre Rios,,,,
3267,Colonia Santa Rosa,Entre Rios,,,,
3267,Colonia Vazquez,Entre Rios,,,,
3269,Arroyo Baru,Entre Rios,,,,
3269,C Emilio Gouchon,Entre Rios,,,,
3269,C San Antonio,Entre Rios,,,,
3269,C Santa Elena,Entre Rios,,,,
3269,Colonia Ambis,Entre Rios,,,,
3269,Colonia Bailina,Entre Rios,,,,
3269,Colonia E.Gouchon,Entre Rios,,,,
3269,Colonia F Sillen,Entre Rios,,,,
3269,Hambis,Entre Rios,,,,
3269,Kilometro 311,Entre Rios,,,,
3269,Kilometro 337,Entre Rios,,,,
3269,Kilometro 344,Entre Rios,,,,
3269,La Clarita,Entre Rios,,,,
3269,La S Diez Casas,Entre Rios,,,,
3269,P De Gualeguaychu,Entre Rios,,,,
3269,Pueblo Cazes,Entre Rios,,,,
3269,San Miguel,Entre Rios,,,,
3269,San Miguel N' 2,Entre Rios,,,,
3270,Colonia Hocker,Entre Rios,,,,
3271,La Clarita,Entre Rios,,,,
3272,C 5 Ensche De Mayo,Entre Rios,,,,
3272,C Arroyo Urquiza,Entre Rios,,,,
3272,Colonia 1 De Mayo,Entre Rios,,,,
3272,Colonia Pereira,Entre Rios,,,,
3272,E Bella Vista,Entre Rios,,,,
3272,E C El Toropi,Entre Rios,,,,
3272,E C La Tapera,Entre Rios,,,,
3272,E C Peribebuy,Entre Rios,,,,
3272,E C San Pedro,Entre Rios,,,,
3272,E C Santa Eloisa,Entre Rios,,,,
3272,E C Santa Juana,Entre Rios,,,,
3272,E Cnia L Primavera,Entre Rios,,,,
3272,E Cnia Santa Elena,Entre Rios,,,,
3272,E Cnia Sta Teresa,Entre Rios,,,,
3272,E Colonia El Ombu,Entre Rios,,,,
3272,E Los Vascos,Entre Rios,,,,
3272,Ejido Colon,Entre Rios,,,,
3272,Estancia El Toropi,Entre Rios,,,,
3272,Fabrica Colon,Entre Rios,,,,
3272,Genacito,Entre Rios,,,,
3272,Herrera,Entre Rios,,,,
3272,Kilometro 242,Entre Rios,,,,
3272,Kilometro 244,Entre Rios,,,,
3272,Kilometro 253,Entre Rios,,,,
3272,La Calera - Entre Rios,Entre Rios,,,,
3272,Las Mercedes,Entre Rios,,,,
3272,Liebig,Entre Rios,,,,
3272,Nicolas Herrera,Entre Rios,,,,
3272,Villa Mantero,Entre Rios,,,,
3272,Villa San Miguel,Entre Rios,,,,
3275,Colonia Hughes,Entre Rios,,,,
3280,Arroyo Urquiza,Entre Rios,,,,
3280,C Nueva Al Sud,Entre Rios,,,,
3280,Colon,Entre Rios,,,,
3280,Kilometro 114,Entre Rios,,,,
3280,Kilometro 310,Entre Rios,,,,
3280,Kilometro 322,Entre Rios,,,,
3280,Kilometro 324,Entre Rios,,,,
3280,Kilometro 336,Entre Rios,,,,
3280,Kilometro 49,Entre Rios,,,,
3280,Kilometro 56,Entre Rios,,,,
3280,Kilometro 88,Entre Rios,,,,
3280,La Suiza,Entre Rios,,,,
3280,P Nacel Palmar,Entre Rios,,,,
3280,Puerto Colorado,Entre Rios,,,,
3280,Puntas Del Palmar,Entre Rios,,,,
3281,Calera,Entre Rios,,,,
3281,Las Achiras,Entre Rios,,,,
3281,Liebig,Entre Rios,,,,
3281,Pueblo Liebig'S,Entre Rios,,,,
3281,Puerto Almiron,Entre Rios,,,,
3281,San Anselmo,Entre Rios,,,,
3281,Yatay,Entre Rios,,,,
3282,Liebig,Entre Rios,,,,
3282,Villa San Jose,Entre Rios,,,,
3283,C San Francisco,Entre Rios,,,,
3283,Colonia Mabraga¤a,Entre Rios,,,,
3283,Kilometro 99,Entre Rios,,,,
3283,Perucho Verna,Entre Rios,,,,
3283,San Jose,Entre Rios,,,,
3284,El Brillante,Entre Rios,,,,
3285,Berduc,Entre Rios,,,,
3285,Juan Jorge,Entre Rios,,,,
3285,Kilometro 86,Entre Rios,,,,
3285,Kilometro 89,Entre Rios,,,,
3285,Mart Leguizamon,Entre Rios,,,,
3285,Palmar,Entre Rios,,,,
3285,Pos Pos,Entre Rios,,,,
3285,Santa Ines,Entre Rios,,,,
3286,Pueblo Colorado,Entre Rios,,,,
3287,Aldea San Gregorio,Entre Rios,,,,
3287,Arroyo Concepcion,Entre Rios,,,,
3287,C La Constancia,Entre Rios,,,,
3287,C Saenz Valiente,Entre Rios,,,,
3287,Colonia La Matilde,Entre Rios,,,,
3287,E La Calera,Entre Rios,,,,
3287,E Los Monigotes,Entre Rios,,,,
3287,Isla San Jose,Entre Rios,,,,
3287,Kilometro 45,Entre Rios,,,,
3287,Kilometro 50,Entre Rios,,,,
3287,Palmar Yatay,Entre Rios,,,,
3287,Saxto Dto Colon,Entre Rios,,,,
3287,Ubajay,Entre Rios,,,,
3300,Arroyo,Misiones,,,,
3300,Damus,Misiones,,,,
3300,Domingo Barthe,Misiones,,,,
3300,Don Horacio,Entre Rios,,,,
3300,El Reposo,Misiones,,,,
3300,El Tropezon,Misiones,,,,
3300,Estancia Itaembre,Entre Rios,,,,
3300,Fachinal,Misiones,,,,
3300,Garupa Norte,Misiones,,,,
3300,Itaembre Mini,Misiones,,,,
3300,La Milagrosa,Entre Rios,,,,
3300,La Rotonda,Misiones,,,,
3300,Las Vertientes,Misiones,,,,
3300,Manantiales,Misiones,,,,
3300,Nueva Valencia,Misiones,,,,
3300,Parada Leis,Misiones,,,,
3300,Posadas,Misiones,,,,
3300,Puente Nacional,Misiones,,,,
3300,Puerto Lujan,Misiones,,,,
3300,Rincon De Bugres,Misiones,,,,
3300,Rincon Del Rosario,Misiones,,,,
3300,Rincon Itaembe,Misiones,,,,
3300,San Andres,Misiones,,,,
3300,San Borjita,Misiones,,,,
3300,San Isidro,Misiones,,,,
3300,San Juan,Misiones,,,,
3300,Santa Ines,Misiones,,,,
3300,Sierra De San Jose,Misiones,,,,
3300,Tororo,Misiones,,,,
3300,Villa Emilia,Misiones,,,,
3300,Villa Lanus,Misiones,,,,
3300,Villalonga,Misiones,,,,
3301,Posadas,Misiones,,,,
3302,Aguara Cua,Corrientes,,,,
3302,Apipe Grande,Corrientes,,,,
3302,Boqueron,Corrientes,,,,
3302,Buena Vista,Corrientes,,,,
3302,C San Antonio,Corrientes,,,,
3302,Caa Carai,Corrientes,,,,
3302,Caa Garay,Corrientes,,,,
3302,Cambireta,Corrientes,,,,
3302,Centinela,Corrientes,,,,
3302,Colonia Urdaniz,Corrientes,,,,
3302,Costa Guazu,Corrientes,,,,
3302,Dos Hermanos,Corrientes,,,,
3302,E San Javier,Corrientes,,,,
3302,El Centinela,Misiones,,,,
3302,El Plata,Corrientes,,,,
